_id,Disease,Year,PROVINCE,Week_no,Count
28115,Hand Foot Mouth,2019,Yala,37,4.0
28116,Hand Foot Mouth,2019,Yala,38,4.0
28117,Hand Foot Mouth,2019,Yala,39,4.0
28118,Hand Foot Mouth,2019,Yala,40,7.0
28119,Hand Foot Mouth,2019,Yala,41,10.0
28120,Hand Foot Mouth,2019,Yala,42,1.0
28121,Hand Foot Mouth,2019,Yala,43,4.0
28122,Hand Foot Mouth,2019,Yala,44,5.0
28123,Hand Foot Mouth,2019,Yala,45,4.0
28124,Hand Foot Mouth,2019,Yala,46,3.0
28125,Hand Foot Mouth,2019,Yala,47,5.0
28126,Hand Foot Mouth,2019,Yala,48,9.0
28127,Hand Foot Mouth,2019,Yala,49,12.0
28128,Hand Foot Mouth,2019,Yala,50,9.0
28129,Hand Foot Mouth,2019,Yala,51,3.0
28130,Hand Foot Mouth,2019,Yala,52,7.0
28131,Hand Foot Mouth,2019,Narathiwat,1,10.0
28132,Hand Foot Mouth,2019,Narathiwat,2,10.0
28133,Hand Foot Mouth,2019,Narathiwat,3,12.0
28134,Hand Foot Mouth,2019,Narathiwat,4,9.0
28135,Hand Foot Mouth,2019,Narathiwat,5,5.0
28136,Hand Foot Mouth,2019,Narathiwat,6,11.0
28137,Hand Foot Mouth,2019,Narathiwat,7,5.0
28138,Hand Foot Mouth,2019,Narathiwat,8,10.0
28139,Hand Foot Mouth,2019,Narathiwat,9,3.0
28140,Hand Foot Mouth,2019,Narathiwat,10,7.0
28141,Hand Foot Mouth,2019,Narathiwat,11,2.0
28142,Hand Foot Mouth,2019,Narathiwat,12,3.0
28143,Hand Foot Mouth,2019,Narathiwat,13,1.0
28144,Hand Foot Mouth,2019,Narathiwat,14,3.0
28145,Hand Foot Mouth,2019,Narathiwat,15,3.0
28146,Hand Foot Mouth,2019,Narathiwat,16,8.0
28147,Hand Foot Mouth,2019,Narathiwat,17,1.0
28148,Hand Foot Mouth,2019,Narathiwat,18,3.0
28149,Hand Foot Mouth,2019,Narathiwat,19,1.0
28150,Hand Foot Mouth,2019,Narathiwat,20,5.0
28151,Hand Foot Mouth,2019,Narathiwat,21,5.0
28152,Hand Foot Mouth,2019,Narathiwat,22,1.0
28153,Hand Foot Mouth,2019,Narathiwat,23,5.0
28154,Hand Foot Mouth,2019,Narathiwat,24,6.0
28155,Hand Foot Mouth,2019,Narathiwat,25,9.0
28156,Hand Foot Mouth,2019,Narathiwat,26,10.0
28157,Hand Foot Mouth,2019,Narathiwat,27,11.0
28158,Hand Foot Mouth,2019,Narathiwat,28,9.0
28159,Hand Foot Mouth,2019,Narathiwat,29,8.0
28160,Hand Foot Mouth,2019,Narathiwat,30,6.0
28161,Hand Foot Mouth,2019,Narathiwat,31,15.0
28162,Hand Foot Mouth,2019,Narathiwat,32,13.0
28163,Hand Foot Mouth,2019,Narathiwat,33,8.0
28164,Hand Foot Mouth,2019,Narathiwat,34,8.0
28165,Hand Foot Mouth,2019,Narathiwat,35,9.0
28166,Hand Foot Mouth,2019,Narathiwat,36,11.0
28167,Hand Foot Mouth,2019,Narathiwat,37,7.0
28168,Hand Foot Mouth,2019,Narathiwat,38,15.0
28169,Hand Foot Mouth,2019,Narathiwat,39,13.0
28170,Hand Foot Mouth,2019,Narathiwat,40,14.0
28171,Hand Foot Mouth,2019,Narathiwat,41,17.0
28172,Hand Foot Mouth,2019,Narathiwat,42,13.0
28173,Hand Foot Mouth,2019,Narathiwat,43,19.0
28174,Hand Foot Mouth,2019,Narathiwat,44,5.0
28175,Hand Foot Mouth,2019,Narathiwat,45,8.0
28176,Hand Foot Mouth,2019,Narathiwat,46,19.0
28177,Hand Foot Mouth,2019,Narathiwat,47,18.0
28178,Hand Foot Mouth,2019,Narathiwat,48,11.0
28179,Hand Foot Mouth,2019,Narathiwat,49,9.0
28180,Hand Foot Mouth,2019,Narathiwat,50,8.0
28181,Hand Foot Mouth,2019,Narathiwat,51,11.0
28182,Hand Foot Mouth,2019,Narathiwat,52,9.0
28183,Hand Foot Mouth,2020,Bangkok,1,60.0
28184,Hand Foot Mouth,2020,Bangkok,2,65.0
28185,Hand Foot Mouth,2020,Bangkok,3,79.0
28186,Hand Foot Mouth,2020,Bangkok,4,66.0
28187,Hand Foot Mouth,2020,Bangkok,5,57.0
28188,Hand Foot Mouth,2020,Bangkok,6,52.0
28189,Hand Foot Mouth,2020,Bangkok,7,46.0
28190,Hand Foot Mouth,2020,Bangkok,8,40.0
28191,Hand Foot Mouth,2020,Bangkok,9,65.0
28192,Hand Foot Mouth,2020,Bangkok,10,36.0
28193,Hand Foot Mouth,2020,Bangkok,11,20.0
28194,Hand Foot Mouth,2020,Bangkok,12,17.0
28195,Hand Foot Mouth,2020,Bangkok,13,12.0
28196,Hand Foot Mouth,2020,Bangkok,14,13.0
28197,Hand Foot Mouth,2020,Bangkok,15,17.0
28198,Hand Foot Mouth,2020,Bangkok,16,24.0
28199,Hand Foot Mouth,2020,Bangkok,17,14.0
28200,Hand Foot Mouth,2020,Bangkok,18,14.0
28201,Hand Foot Mouth,2020,Bangkok,19,5.0
28202,Hand Foot Mouth,2020,Bangkok,20,13.0
28203,Hand Foot Mouth,2020,Bangkok,21,5.0
28204,Hand Foot Mouth,2020,Bangkok,22,17.0
28205,Hand Foot Mouth,2020,Bangkok,23,11.0
28206,Hand Foot Mouth,2020,Bangkok,24,16.0
28207,Hand Foot Mouth,2020,Bangkok,25,12.0
28208,Hand Foot Mouth,2020,Bangkok,26,21.0
28209,Hand Foot Mouth,2020,Bangkok,27,17.0
28210,Hand Foot Mouth,2020,Bangkok,28,18.0
28211,Hand Foot Mouth,2020,Bangkok,29,12.0
28212,Hand Foot Mouth,2020,Bangkok,30,11.0
28213,Hand Foot Mouth,2020,Bangkok,31,19.0
28214,Hand Foot Mouth,2020,Bangkok,32,23.0
28215,Hand Foot Mouth,2020,Bangkok,33,18.0
28216,Hand Foot Mouth,2020,Bangkok,34,18.0
28217,Hand Foot Mouth,2020,Bangkok,35,14.0
28218,Hand Foot Mouth,2020,Bangkok,36,22.0
28219,Hand Foot Mouth,2020,Bangkok,37,30.0
28220,Hand Foot Mouth,2020,Bangkok,38,39.0
28221,Hand Foot Mouth,2020,Bangkok,39,56.0
28222,Hand Foot Mouth,2020,Bangkok,40,76.0
28223,Hand Foot Mouth,2020,Bangkok,41,73.0
28224,Hand Foot Mouth,2020,Bangkok,42,92.0
28225,Hand Foot Mouth,2020,Bangkok,43,97.0
28226,Hand Foot Mouth,2020,Bangkok,44,166.0
28227,Hand Foot Mouth,2020,Bangkok,45,141.0
28228,Hand Foot Mouth,2020,Bangkok,46,100.0
28229,Hand Foot Mouth,2020,Bangkok,47,96.0
28230,Hand Foot Mouth,2020,Bangkok,48,80.0
28231,Hand Foot Mouth,2020,Bangkok,49,64.0
28232,Hand Foot Mouth,2020,Bangkok,50,78.0
28233,Hand Foot Mouth,2020,Bangkok,51,69.0
28234,Hand Foot Mouth,2020,Bangkok,52,26.0
28235,Hand Foot Mouth,2020,Samut Prakan,1,2.0
28236,Hand Foot Mouth,2020,Samut Prakan,2,8.0
28237,Hand Foot Mouth,2020,Samut Prakan,3,11.0
28238,Hand Foot Mouth,2020,Samut Prakan,4,14.0
28239,Hand Foot Mouth,2020,Samut Prakan,5,8.0
28240,Hand Foot Mouth,2020,Samut Prakan,6,5.0
28241,Hand Foot Mouth,2020,Samut Prakan,7,17.0
28242,Hand Foot Mouth,2020,Samut Prakan,8,8.0
28243,Hand Foot Mouth,2020,Samut Prakan,9,6.0
28244,Hand Foot Mouth,2020,Samut Prakan,10,5.0
28245,Hand Foot Mouth,2020,Samut Prakan,11,7.0
28246,Hand Foot Mouth,2020,Samut Prakan,12,2.0
28247,Hand Foot Mouth,2020,Samut Prakan,13,1.0
28248,Hand Foot Mouth,2020,Samut Prakan,14,3.0
28249,Hand Foot Mouth,2020,Samut Prakan,15,1.0
28250,Hand Foot Mouth,2020,Samut Prakan,16,8.0
28251,Hand Foot Mouth,2020,Samut Prakan,17,8.0
28252,Hand Foot Mouth,2020,Samut Prakan,18,1.0
28253,Hand Foot Mouth,2020,Samut Prakan,19,2.0
28254,Hand Foot Mouth,2020,Samut Prakan,20,2.0
28255,Hand Foot Mouth,2020,Samut Prakan,21,3.0
28256,Hand Foot Mouth,2020,Samut Prakan,22,8.0
28257,Hand Foot Mouth,2020,Samut Prakan,23,4.0
28258,Hand Foot Mouth,2020,Samut Prakan,24,2.0
28259,Hand Foot Mouth,2020,Samut Prakan,25,3.0
28260,Hand Foot Mouth,2020,Samut Prakan,26,3.0
28261,Hand Foot Mouth,2020,Samut Prakan,27,5.0
28262,Hand Foot Mouth,2020,Samut Prakan,28,2.0
28263,Hand Foot Mouth,2020,Samut Prakan,29,3.0
28264,Hand Foot Mouth,2020,Samut Prakan,30,3.0
28265,Hand Foot Mouth,2020,Samut Prakan,31,3.0
28266,Hand Foot Mouth,2020,Samut Prakan,32,1.0
28267,Hand Foot Mouth,2020,Samut Prakan,33,2.0
28268,Hand Foot Mouth,2020,Samut Prakan,34,2.0
28269,Hand Foot Mouth,2020,Samut Prakan,35,5.0
28270,Hand Foot Mouth,2020,Samut Prakan,36,4.0
28271,Hand Foot Mouth,2020,Samut Prakan,37,6.0
28272,Hand Foot Mouth,2020,Samut Prakan,38,3.0
28273,Hand Foot Mouth,2020,Samut Prakan,39,8.0
28274,Hand Foot Mouth,2020,Samut Prakan,40,2.0
28275,Hand Foot Mouth,2020,Samut Prakan,41,8.0
28276,Hand Foot Mouth,2020,Samut Prakan,42,5.0
28277,Hand Foot Mouth,2020,Samut Prakan,43,12.0
28278,Hand Foot Mouth,2020,Samut Prakan,44,18.0
28279,Hand Foot Mouth,2020,Samut Prakan,45,28.0
28280,Hand Foot Mouth,2020,Samut Prakan,46,25.0
28281,Hand Foot Mouth,2020,Samut Prakan,47,19.0
28282,Hand Foot Mouth,2020,Samut Prakan,48,8.0
28283,Hand Foot Mouth,2020,Samut Prakan,49,9.0
28284,Hand Foot Mouth,2020,Samut Prakan,50,23.0
28285,Hand Foot Mouth,2020,Samut Prakan,51,9.0
28286,Hand Foot Mouth,2020,Samut Prakan,52,6.0
28287,Hand Foot Mouth,2020,Nonthaburi,1,2.0
28288,Hand Foot Mouth,2020,Nonthaburi,2,3.0
28289,Hand Foot Mouth,2020,Nonthaburi,3,12.0
28290,Hand Foot Mouth,2020,Nonthaburi,4,5.0
28291,Hand Foot Mouth,2020,Nonthaburi,5,4.0
28292,Hand Foot Mouth,2020,Nonthaburi,6,4.0
28293,Hand Foot Mouth,2020,Nonthaburi,7,1.0
28294,Hand Foot Mouth,2020,Nonthaburi,8,2.0
28295,Hand Foot Mouth,2020,Nonthaburi,9,3.0
28296,Hand Foot Mouth,2020,Nonthaburi,10,1.0
28297,Hand Foot Mouth,2020,Nonthaburi,11,3.0
28298,Hand Foot Mouth,2020,Nonthaburi,12,1.0
28299,Hand Foot Mouth,2020,Nonthaburi,13,1.0
28300,Hand Foot Mouth,2020,Nonthaburi,14,1.0
28301,Hand Foot Mouth,2020,Nonthaburi,15,4.0
28302,Hand Foot Mouth,2020,Nonthaburi,16,3.0
28303,Hand Foot Mouth,2020,Nonthaburi,17,8.0
28304,Hand Foot Mouth,2020,Nonthaburi,18,8.0
28305,Hand Foot Mouth,2020,Nonthaburi,19,8.0
28306,Hand Foot Mouth,2020,Nonthaburi,20,8.0
28307,Hand Foot Mouth,2020,Nonthaburi,21,1.0
28308,Hand Foot Mouth,2020,Nonthaburi,22,8.0
28309,Hand Foot Mouth,2020,Nonthaburi,23,3.0
28310,Hand Foot Mouth,2020,Nonthaburi,24,2.0
28311,Hand Foot Mouth,2020,Nonthaburi,25,8.0
28312,Hand Foot Mouth,2020,Nonthaburi,26,2.0
28313,Hand Foot Mouth,2020,Nonthaburi,27,4.0
28314,Hand Foot Mouth,2020,Nonthaburi,28,1.0
28315,Hand Foot Mouth,2020,Nonthaburi,29,1.0
28316,Hand Foot Mouth,2020,Nonthaburi,30,8.0
28317,Hand Foot Mouth,2020,Nonthaburi,31,3.0
28318,Hand Foot Mouth,2020,Nonthaburi,32,8.0
28319,Hand Foot Mouth,2020,Nonthaburi,33,1.0
28320,Hand Foot Mouth,2020,Nonthaburi,34,8.0
28321,Hand Foot Mouth,2020,Nonthaburi,35,2.0
28322,Hand Foot Mouth,2020,Nonthaburi,36,1.0
28323,Hand Foot Mouth,2020,Nonthaburi,37,3.0
28324,Hand Foot Mouth,2020,Nonthaburi,38,1.0
28325,Hand Foot Mouth,2020,Nonthaburi,39,4.0
28326,Hand Foot Mouth,2020,Nonthaburi,40,4.0
28327,Hand Foot Mouth,2020,Nonthaburi,41,5.0
28328,Hand Foot Mouth,2020,Nonthaburi,42,7.0
28329,Hand Foot Mouth,2020,Nonthaburi,43,9.0
28330,Hand Foot Mouth,2020,Nonthaburi,44,24.0
28331,Hand Foot Mouth,2020,Nonthaburi,45,18.0
28332,Hand Foot Mouth,2020,Nonthaburi,46,16.0
28333,Hand Foot Mouth,2020,Nonthaburi,47,9.0
28334,Hand Foot Mouth,2020,Nonthaburi,48,7.0
28335,Hand Foot Mouth,2020,Nonthaburi,49,3.0
28336,Hand Foot Mouth,2020,Nonthaburi,50,3.0
28337,Hand Foot Mouth,2020,Nonthaburi,51,7.0
28338,Hand Foot Mouth,2020,Nonthaburi,52,4.0
28339,Hand Foot Mouth,2020,Pathum Thani,1,3.0
28340,Hand Foot Mouth,2020,Pathum Thani,2,2.0
28341,Hand Foot Mouth,2020,Pathum Thani,3,2.0
28342,Hand Foot Mouth,2020,Pathum Thani,4,7.0
28343,Hand Foot Mouth,2020,Pathum Thani,5,8.0
28344,Hand Foot Mouth,2020,Pathum Thani,6,8.0
28345,Hand Foot Mouth,2020,Pathum Thani,7,3.0
28346,Hand Foot Mouth,2020,Pathum Thani,8,8.0
28347,Hand Foot Mouth,2020,Pathum Thani,9,4.0
28348,Hand Foot Mouth,2020,Pathum Thani,10,1.0
28349,Hand Foot Mouth,2020,Pathum Thani,11,2.0
28350,Hand Foot Mouth,2020,Pathum Thani,12,2.0
28351,Hand Foot Mouth,2020,Pathum Thani,13,4.0
28352,Hand Foot Mouth,2020,Pathum Thani,14,1.0
28353,Hand Foot Mouth,2020,Pathum Thani,15,1.0
28354,Hand Foot Mouth,2020,Pathum Thani,16,3.0
28355,Hand Foot Mouth,2020,Pathum Thani,17,8.0
28356,Hand Foot Mouth,2020,Pathum Thani,18,4.0
28357,Hand Foot Mouth,2020,Pathum Thani,19,8.0
28358,Hand Foot Mouth,2020,Pathum Thani,20,8.0
28359,Hand Foot Mouth,2020,Pathum Thani,21,2.0
28360,Hand Foot Mouth,2020,Pathum Thani,22,4.0
28361,Hand Foot Mouth,2020,Pathum Thani,23,8.0
28362,Hand Foot Mouth,2020,Pathum Thani,24,8.0
28363,Hand Foot Mouth,2020,Pathum Thani,25,2.0
28364,Hand Foot Mouth,2020,Pathum Thani,26,8.0
28365,Hand Foot Mouth,2020,Pathum Thani,27,8.0
28366,Hand Foot Mouth,2020,Pathum Thani,28,1.0
28367,Hand Foot Mouth,2020,Pathum Thani,29,8.0
28368,Hand Foot Mouth,2020,Pathum Thani,30,1.0
28369,Hand Foot Mouth,2020,Pathum Thani,31,8.0
28370,Hand Foot Mouth,2020,Pathum Thani,32,8.0
28371,Hand Foot Mouth,2020,Pathum Thani,33,1.0
28372,Hand Foot Mouth,2020,Pathum Thani,34,2.0
28373,Hand Foot Mouth,2020,Pathum Thani,35,8.0
28374,Hand Foot Mouth,2020,Pathum Thani,36,2.0
28375,Hand Foot Mouth,2020,Pathum Thani,37,1.0
28376,Hand Foot Mouth,2020,Pathum Thani,38,8.0
28377,Hand Foot Mouth,2020,Pathum Thani,39,1.0
28378,Hand Foot Mouth,2020,Pathum Thani,40,1.0
28379,Hand Foot Mouth,2020,Pathum Thani,41,1.0
28380,Hand Foot Mouth,2020,Pathum Thani,42,1.0
28381,Hand Foot Mouth,2020,Pathum Thani,43,1.0
28382,Hand Foot Mouth,2020,Pathum Thani,44,2.0
28383,Hand Foot Mouth,2020,Pathum Thani,45,6.0
28384,Hand Foot Mouth,2020,Pathum Thani,46,5.0
28385,Hand Foot Mouth,2020,Pathum Thani,47,1.0
28386,Hand Foot Mouth,2020,Pathum Thani,48,4.0
28387,Hand Foot Mouth,2020,Pathum Thani,49,8.0
28388,Hand Foot Mouth,2020,Pathum Thani,50,8.0
28389,Hand Foot Mouth,2020,Pathum Thani,51,2.0
28390,Hand Foot Mouth,2020,Pathum Thani,52,2.0
28391,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,1,1.0
28392,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,2,9.0
28393,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,3,2.0
28394,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,4,8.0
28395,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,5,6.0
28396,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,6,6.0
28397,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,7,5.0
28398,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,8,4.0
28399,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,9,1.0
28400,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,10,4.0
28401,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,11,2.0
28402,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,12,8.0
28403,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,13,8.0
28404,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,14,1.0
28405,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,15,8.0
28406,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,16,1.0
28407,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,17,1.0
28408,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,18,1.0
28409,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,19,2.0
28410,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,20,8.0
28411,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,21,8.0
28412,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,22,8.0
28413,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,23,2.0
28414,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,24,1.0
28415,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,25,2.0
28416,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,26,8.0
28417,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,27,1.0
28418,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,28,3.0
28419,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,29,1.0
28420,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,30,2.0
28421,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,31,8.0
28422,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,32,2.0
28423,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,33,3.0
28424,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,34,6.0
28425,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,35,2.0
28426,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,36,2.0
28427,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,37,8.0
28428,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,38,1.0
28429,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,39,6.0
28430,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,40,8.0
28431,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,41,9.0
28432,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,42,4.0
28433,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,43,8.0
28434,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,44,9.0
28435,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,45,15.0
28436,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,46,7.0
28437,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,47,5.0
28438,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,48,8.0
28439,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,49,3.0
28440,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,50,1.0
28441,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,51,1.0
28442,Hand Foot Mouth,2020,Phra Nakhon Si Ayutthaya,52,1.0
28443,Hand Foot Mouth,2020,Ang Thong,1,1.0
28444,Hand Foot Mouth,2020,Ang Thong,2,8.0
28445,Hand Foot Mouth,2020,Ang Thong,3,8.0
28446,Hand Foot Mouth,2020,Ang Thong,4,1.0
28447,Hand Foot Mouth,2020,Ang Thong,5,8.0
28448,Hand Foot Mouth,2020,Ang Thong,6,1.0
28449,Hand Foot Mouth,2020,Ang Thong,7,2.0
28450,Hand Foot Mouth,2020,Ang Thong,8,8.0
28451,Hand Foot Mouth,2020,Ang Thong,9,4.0
28452,Hand Foot Mouth,2020,Ang Thong,10,2.0
28453,Hand Foot Mouth,2020,Ang Thong,11,4.0
28454,Hand Foot Mouth,2020,Ang Thong,12,1.0
28455,Hand Foot Mouth,2020,Ang Thong,13,2.0
28456,Hand Foot Mouth,2020,Ang Thong,14,8.0
28457,Hand Foot Mouth,2020,Ang Thong,15,8.0
28458,Hand Foot Mouth,2020,Ang Thong,16,8.0
28459,Hand Foot Mouth,2020,Ang Thong,17,8.0
28460,Hand Foot Mouth,2020,Ang Thong,18,8.0
28461,Hand Foot Mouth,2020,Ang Thong,19,8.0
28462,Hand Foot Mouth,2020,Ang Thong,20,8.0
28463,Hand Foot Mouth,2020,Ang Thong,21,8.0
28464,Hand Foot Mouth,2020,Ang Thong,22,1.0
28465,Hand Foot Mouth,2020,Ang Thong,23,1.0
28466,Hand Foot Mouth,2020,Ang Thong,24,1.0
28467,Hand Foot Mouth,2020,Ang Thong,25,8.0
28468,Hand Foot Mouth,2020,Ang Thong,26,8.0
28469,Hand Foot Mouth,2020,Ang Thong,27,8.0
28470,Hand Foot Mouth,2020,Ang Thong,28,8.0
28471,Hand Foot Mouth,2020,Ang Thong,29,8.0
28472,Hand Foot Mouth,2020,Ang Thong,30,1.0
28473,Hand Foot Mouth,2020,Ang Thong,31,8.0
28474,Hand Foot Mouth,2020,Ang Thong,32,8.0
28475,Hand Foot Mouth,2020,Ang Thong,33,8.0
28476,Hand Foot Mouth,2020,Ang Thong,34,8.0
28477,Hand Foot Mouth,2020,Ang Thong,35,8.0
28478,Hand Foot Mouth,2020,Ang Thong,36,1.0
28479,Hand Foot Mouth,2020,Ang Thong,37,8.0
28480,Hand Foot Mouth,2020,Ang Thong,38,8.0
28481,Hand Foot Mouth,2020,Ang Thong,39,2.0
28482,Hand Foot Mouth,2020,Ang Thong,40,2.0
28483,Hand Foot Mouth,2020,Ang Thong,41,4.0
28484,Hand Foot Mouth,2020,Ang Thong,42,1.0
28485,Hand Foot Mouth,2020,Ang Thong,43,2.0
28486,Hand Foot Mouth,2020,Ang Thong,44,7.0
28487,Hand Foot Mouth,2020,Ang Thong,45,1.0
28488,Hand Foot Mouth,2020,Ang Thong,46,2.0
28489,Hand Foot Mouth,2020,Ang Thong,47,3.0
28490,Hand Foot Mouth,2020,Ang Thong,48,3.0
28491,Hand Foot Mouth,2020,Ang Thong,49,8.0
28492,Hand Foot Mouth,2020,Ang Thong,50,1.0
28493,Hand Foot Mouth,2020,Ang Thong,51,8.0
28494,Hand Foot Mouth,2020,Ang Thong,52,2.0
28495,Hand Foot Mouth,2020,Lopburi,1,1.0
28496,Hand Foot Mouth,2020,Lopburi,2,5.0
28497,Hand Foot Mouth,2020,Lopburi,3,6.0
28498,Hand Foot Mouth,2020,Lopburi,4,7.0
28499,Hand Foot Mouth,2020,Lopburi,5,4.0
28500,Hand Foot Mouth,2020,Lopburi,6,2.0
28501,Hand Foot Mouth,2020,Lopburi,7,8.0
28502,Hand Foot Mouth,2020,Lopburi,8,2.0
28503,Hand Foot Mouth,2020,Lopburi,9,2.0
28504,Hand Foot Mouth,2020,Lopburi,10,2.0
28505,Hand Foot Mouth,2020,Lopburi,11,5.0
28506,Hand Foot Mouth,2020,Lopburi,12,1.0
28507,Hand Foot Mouth,2020,Lopburi,13,8.0
28508,Hand Foot Mouth,2020,Lopburi,14,1.0
28509,Hand Foot Mouth,2020,Lopburi,15,8.0
28510,Hand Foot Mouth,2020,Lopburi,16,2.0
28511,Hand Foot Mouth,2020,Lopburi,17,1.0
28512,Hand Foot Mouth,2020,Lopburi,18,8.0
28513,Hand Foot Mouth,2020,Lopburi,19,8.0
28514,Hand Foot Mouth,2020,Lopburi,20,1.0
28515,Hand Foot Mouth,2020,Lopburi,21,8.0
28516,Hand Foot Mouth,2020,Lopburi,22,1.0
28517,Hand Foot Mouth,2020,Lopburi,23,8.0
28518,Hand Foot Mouth,2020,Lopburi,24,1.0
28519,Hand Foot Mouth,2020,Lopburi,25,8.0
28520,Hand Foot Mouth,2020,Lopburi,26,3.0
28521,Hand Foot Mouth,2020,Lopburi,27,8.0
28522,Hand Foot Mouth,2020,Lopburi,28,8.0
28523,Hand Foot Mouth,2020,Lopburi,29,5.0
28524,Hand Foot Mouth,2020,Lopburi,30,8.0
28525,Hand Foot Mouth,2020,Lopburi,31,3.0
28526,Hand Foot Mouth,2020,Lopburi,32,1.0
28527,Hand Foot Mouth,2020,Lopburi,33,2.0
28528,Hand Foot Mouth,2020,Lopburi,34,1.0
28529,Hand Foot Mouth,2020,Lopburi,35,8.0
28530,Hand Foot Mouth,2020,Lopburi,36,1.0
28531,Hand Foot Mouth,2020,Lopburi,37,1.0
28532,Hand Foot Mouth,2020,Lopburi,38,8.0
28533,Hand Foot Mouth,2020,Lopburi,39,3.0
28534,Hand Foot Mouth,2020,Lopburi,40,2.0
28535,Hand Foot Mouth,2020,Lopburi,41,4.0
28536,Hand Foot Mouth,2020,Lopburi,42,3.0
28537,Hand Foot Mouth,2020,Lopburi,43,4.0
28538,Hand Foot Mouth,2020,Lopburi,44,7.0
28539,Hand Foot Mouth,2020,Lopburi,45,12.0
28540,Hand Foot Mouth,2020,Lopburi,46,19.0
28541,Hand Foot Mouth,2020,Lopburi,47,13.0
28542,Hand Foot Mouth,2020,Lopburi,48,11.0
28543,Hand Foot Mouth,2020,Lopburi,49,1.0
28544,Hand Foot Mouth,2020,Lopburi,50,5.0
28545,Hand Foot Mouth,2020,Lopburi,51,2.0
28546,Hand Foot Mouth,2020,Lopburi,52,4.0
28547,Hand Foot Mouth,2020,Sing Buri,1,1.0
28548,Hand Foot Mouth,2020,Sing Buri,2,1.0
28549,Hand Foot Mouth,2020,Sing Buri,3,1.0
28550,Hand Foot Mouth,2020,Sing Buri,4,2.0
28551,Hand Foot Mouth,2020,Sing Buri,5,8.0
28552,Hand Foot Mouth,2020,Sing Buri,6,8.0
28553,Hand Foot Mouth,2020,Sing Buri,7,1.0
28554,Hand Foot Mouth,2020,Sing Buri,8,8.0
28555,Hand Foot Mouth,2020,Sing Buri,9,1.0
28556,Hand Foot Mouth,2020,Sing Buri,10,8.0
28557,Hand Foot Mouth,2020,Sing Buri,11,1.0
28558,Hand Foot Mouth,2020,Sing Buri,12,8.0
28559,Hand Foot Mouth,2020,Sing Buri,13,8.0
28560,Hand Foot Mouth,2020,Sing Buri,14,8.0
